"TOA5","BoiaSomorrostro_cr1000xs","CR1000X","27337","CR1000X.8.2.1","CPU:IcatmarBoiaBarcelona.CR1X","30101","Status"
"TIMESTAMP","RECORD","OSVersion","OSDate","OSSignature","SerialNumber","RevBoard","StationName","RecipeStatus","ProgName","StartTime","RunSignature","ProgSignature","WatchdogErrors","PanelTemp","Battery","LithiumBattery","Low12VCount","CompileResults","StartUpCode","ProgErrors","VarOutOfBound","SkippedScan","SkippedSystemScan","SkippedSlowScan","ErrorCalib","MemorySize","MemoryFree","CommsMemFree","FullMemReset","CardStatus","MeasureOps","MeasureTime","ProcessTime","MaxProcTime","BuffDepth","MaxBuffDepth","LastSystemScan","LastSlowScan","SystemProcTime","SlowProcTime","MaxSystemProcTime","MaxSlowProcTime","PortStatus(1)","PortStatus(2)","PortStatus(3)","PortStatus(4)","PortStatus(5)","PortStatus(6)","PortStatus(7)","PortStatus(8)","PortConfig(1)","PortConfig(2)","PortConfig(3)","PortConfig(4)","PortConfig(5)","PortConfig(6)","PortConfig(7)","PortConfig(8)","SW12Volts(1)","SW12Volts(2)","PakBusRoutes","Messages","CalVolts(1)","CalVolts(2)","CalVolts(3)","CalRefSlope(1)","CalRefSlope(2)","CalRefSlope(3)","CalRefOffset(1)","CalRefOffset(2)","CalRefOffset(3)","CalGain(1)","CalGain(2)","CalGain(3)","CalOffset(1)","CalOffset(2)","CalOffset(3)","CalCurrent(1)","CalCurrent(2)"
"TS","RN","","","","","","","","","","","","","DegC","Volts","Volts","","","","","","","","","","bytes","bytes","","","","","usec","usec","usec","scans","scans","","","usec","usec","usec","usec","","","","","","","","","","","","","","","","","","","","","mVolts","mVolts","mVolts","mVolts/DegC","mVolts/DegC","mVolts/DegC","mVolts","mVolts","mVolts","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-09-09 12:05:53.723",51,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,21.98996,11.73141,3.696204,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,274734337,277961014,0,0,"2025-09-09 12:05:00.028","2025-09-09 00:00:00",319,190155368,1252,190155368,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2120,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423349,0.0001270185,2.524817E-05,-280,-326,-384,0.1000034,0.09999072
"2025-09-09 12:40:09.846",52,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,22.13055,11.83981,3.696654,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,274734337,277961014,0,0,"2025-09-09 12:40:00.029","2025-09-09 00:00:00",319,190155368,1252,190155368,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2121,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.000642333,0.0001270186,2.524806E-05,-282,-323,-384,0.1000034,0.09999072
"2025-09-09 12:48:58.054",53,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,22.21265,11.84109,3.696238,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,274734337,277961014,0,0,"2025-09-09 12:48:00.029","2025-09-09 00:00:00",319,190155368,1252,190155368,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2122,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423326,0.0001270185,2.524814E-05,-278,-318,-395,0.1000034,0.09999072
"2025-09-09 13:22:29.158",54,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,22.88916,11.81781,3.698694,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,274760310,277961014,0,0,"2025-09-09 13:22:00.029","2025-09-09 00:00:00",319,190155368,1252,190155368,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2123,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423347,0.0001270185,2.524809E-05,-286,-323,-384,0.1000034,0.09999072
"2025-09-09 13:55:09.788",55,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,23.2345,11.80461,3.696212,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,274760310,277961014,0,0,"2025-09-09 13:55:00.029","2025-09-09 00:00:00",319,190155368,1252,190155368,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2124,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423353,0.0001270186,2.524802E-05,-278,-323,-379,0.1000034,0.09999072
"2025-09-09 14:10:44.916",57,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,23.40521,11.80697,3.694453,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,274771266,277961014,0,0,"2025-09-09 14:10:00.029","2025-09-09 00:00:00",320,190155368,1252,190155368,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2125,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423382,0.0001270186,2.524819E-05,-279,-321,-384,0.1000034,0.09999072
"2025-09-17 15:15:38.511",58,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,26.78461,11.7149,3.695341,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276748020,282487280,0,0,"2025-09-17 15:15:00.029","2025-09-17 00:00:00",319,191799339,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2201,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423456,0.0001270254,2.524784E-05,-279,-319,-382,0.1000034,0.09999072
"2025-09-17 15:16:15.577",59,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,26.78406,11.75448,3.697418,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276748020,282487280,0,0,"2025-09-17 15:16:00.029","2025-09-17 00:00:00",319,191799339,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2202,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423455,0.0001270255,2.524784E-05,-279,-318,-380,0.1000034,0.09999072
"2025-09-17 16:09:00.719",60,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,26.67206,11.69622,3.693522,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276634014,282487280,0,0,"2025-09-17 16:09:00.029","2025-09-17 00:00:00",319,191799339,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2203,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423459,0.0001270255,2.524779E-05,-284,-332,-394,0.1000034,0.09999072
"2025-09-17 16:34:25.805",61,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,26.65329,11.7305,3.696218,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276634014,282487280,0,0,"2025-09-17 16:34:00.029","2025-09-17 00:00:00",319,191799339,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2204,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423444,0.0001270254,2.524766E-05,-290,-326,-399,0.1000034,0.09999072
"2025-09-17 17:26:13.495",62,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,26.82822,11.71735,3.69646,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276585016,282487280,0,0,"2025-09-17 17:26:00.029","2025-09-17 00:00:00",319,191799339,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2205,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423447,0.0001270255,2.524776E-05,-286,-320,-382,0.1000034,0.09999072
"2025-09-17 17:49:33.862",63,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,26.8945,11.70888,3.696781,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276585016,282487280,0,0,"2025-09-17 17:49:00.029","2025-09-17 00:00:00",319,191799339,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2206,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423444,0.0001270255,2.524769E-05,-277,-331,-385,0.1000034,0.09999072
"2025-09-17 18:41:19.75",64,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,27.12924,11.69617,3.696425,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276594989,282487280,0,0,"2025-09-17 18:41:00.029","2025-09-17 00:00:00",319,191799339,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2207,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423454,0.0001270254,2.52476E-05,-282,-328,-391,0.1000034,0.09999072
"2025-09-17 19:04:18.737",65,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,27.14874,11.68937,3.690102,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276594989,282487280,0,0,"2025-09-17 19:04:00.026","2025-09-17 00:00:00",320,191799339,1252,192273504,0,-1,0,0,0,0,0,0,"SDI-12","Output","Input","Input","TX","RX","Input","Input",0,0,"2208,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423467,0.0001270255,2.524774E-05,-284,-332,-391,0.1000034,0.09999072
"2025-09-17 19:56:35.532",66,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,27.1416,11.68324,3.694352,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276619995,282487280,0,0,"2025-09-17 19:56:00.029","2025-09-17 00:00:00",320,191799339,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2209,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423457,0.0001270255,2.524769E-05,-285,-328,-389,0.1000034,0.09999072
"2025-09-17 20:19:26.351",67,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,27.15359,11.67624,3.694465,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276630992,282487280,0,0,"2025-09-17 20:19:00.029","2025-09-17 00:00:00",319,191799339,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2210,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423459,0.0001270255,2.524779E-05,-282,-323,-388,0.1000034,0.09999072
"2025-09-17 21:11:21.715",68,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,26.92868,11.68029,3.694748,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276832994,282487280,0,0,"2025-09-17 21:11:00.029","2025-09-17 00:00:00",319,191799339,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2211,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423464,0.0001270256,2.524766E-05,-284,-332,-380,0.1000034,0.09999072
"2025-09-17 21:14:49.405",69,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,26.92966,11.64782,3.692487,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),188(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276832994,282487280,0,0,"2025-09-17 21:14:00.029","2025-09-17 00:00:00",319,191799339,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2212,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423459,0.0001270255,2.524767E-05,-287,-332,-380,0.1000034,0.09999072
"2025-09-17 21:34:15.354",70,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,26.8277,11.67516,3.692969,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276832994,282487280,0,0,"2025-09-17 21:34:00.029","2025-09-17 00:00:00",320,191799339,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2213,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423449,0.0001270257,2.524773E-05,-281,-324,-384,0.1000034,0.09999072
"2025-09-17 22:26:35.72",71,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,26.6644,11.67795,3.689732,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276726014,282487280,0,0,"2025-09-17 22:26:00.029","2025-09-17 00:00:00",320,191799339,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2214,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423442,0.0001270255,2.524774E-05,-283,-322,-388,0.1000034,0.09999072
"2025-09-17 22:49:36.24",72,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,26.52774,11.67549,3.692303,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276726014,282487280,0,0,"2025-09-17 22:49:00.029","2025-09-17 00:00:00",319,191799339,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2215,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.000642343,0.0001270256,2.524775E-05,-284,-322,-388,0.1000034,0.09999072
"2025-09-17 23:41:39.654",73,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,26.37698,11.67304,3.694814,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276745061,282487280,0,0,"2025-09-17 23:41:00.029","2025-09-17 00:00:00",319,191799339,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2216,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423431,0.0001270256,2.524773E-05,-279,-326,-381,0.1000034,0.09999072
"2025-09-18 00:05:14.801",74,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,26.27975,11.66214,3.692115,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,281841942,282487280,0,0,"2025-09-18 00:05:00.029","2025-09-18 00:00:00",319,192005531,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2217,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423448,0.0001270258,2.524777E-05,-285,-326,-397,0.1000034,0.09999072
"2025-09-18 00:58:06.167",75,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,26.10217,11.67592,3.694566,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,281841942,282487280,0,0,"2025-09-18 00:58:00.029","2025-09-18 00:00:00",319,192005531,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2218,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423424,0.0001270256,2.524784E-05,-276,-325,-389,0.1000034,0.09999072
"2025-09-18 01:20:51.963",76,"CR1000X.8.2.1","03/18/2025",36113,"27337","007.001","27337","","CPU:IcatmarBoiaBarcelona.CR1X","2025-08-13 16:10:11.46",12456,30101,0,26.12109,11.62462,3.698085,0,"Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 105.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2075.  Warning: Conflicting PakBus connection with 4094.  Closing old IP connection 2077.  ",0,0,0,0,0,0,0,4194304,51580,"305  99(97),189(185),298(296),143(135),45(41),35(34),25(23),0(0),2(2),0(0)",0,"Card OK.",197,1500,276780052,282487280,0,0,"2025-09-18 01:20:00.029","2025-09-18 00:00:00",319,192005531,1252,192273504,0,0,0,0,0,0,0,0,"SDI-12","Output","Input","Input","Input","Input","Input","Input",0,0,"2219,4094,4094,5000  ","",8000.17,1599.884,319.7696,-0.009753739,-0.002493707,-0.00135769,0.6666325,0.171649,0.09571807,0.0006423433,0.0001270256,2.524772E-05,-286,-331,-384,0.1000034,0.09999072
